1
[4, 1, 7, 5, 8, 2, 6, 3, 0]
[1, 5, 3, 0, 7, 8, 2, 4, 6]
[0, 4, 2, 1, 5, 6, 7, 8, 3]
[8, 7, 6, 2, 4, 3, 0, 1, 5]

6
[3, 6, 1, 7, 2, 5, 0, 4, 8]
[0, 8, 7, 4, 1, 3, 2, 5, 6]
[2, 5, 4, 8, 6, 0, 1, 3, 7]
[8, 7, 6, 0, 3, 4, 5, 1, 2]
[5, 2, 3, 1, 8, 6, 7, 0, 4] = Salida
[4, 1, 0, 2, 5, 7, 6, 8, 3]
[6, 4, 5, 3, 7, 1, 8, 2, 0]
[7, 3, 8, 5, 0, 2, 4, 6, 1]
[1, 0, 2, 6, 4, 8, 3, 7, 5]

7
[8, 5, 7, 2, 6, 1, 3, 0, 4]
[3, 1, 2, 4, 0, 5, 7, 8, 6]
[0, 6, 4, 3, 7, 8, 2, 1, 5]
[1, 0, 5, 7, 3, 4, 6, 2, 8]
[7, 2, 8, 0, 5, 6, 1, 4, 3] = Salida
[6, 4, 3, 1, 8, 2, 5, 7, 0]
[5, 8, 1, 6, 4, 7, 0, 3, 2]
[4, 7, 0, 5, 2, 3, 8, 6, 1]
[2, 3, 6, 8, 1, 0, 4, 5, 7]

8
[3, 6, 1, 7, 2, 5, 0, 4, 8]
[0, 8, 7, 4, 1, 3, 2, 5, 6]
[2, 5, 4, 8, 6, 0, 1, 3, 7]
[8, 7, 6, 0, 3, 4, 5, 1, 2]
[5, 2, 3, 1, 8, 6, 7, 0, 4] = Salida
[4, 1, 0, 2, 5, 7, 6, 8, 3]
[6, 4, 5, 3, 7, 1, 8, 2, 0]
[7, 3, 8, 5, 0, 2, 4, 6, 1]
[1, 0, 2, 6, 4, 8, 3, 7, 5]

9
[8, 0, 3, 2, 7, 5, 1, 4, 6]
[6, 5, 7, 0, 4, 1, 3, 2, 8]
[1, 4, 2, 6, 3, 8, 5, 0, 7]
[0, 7, 1, 5, 8, 4, 6, 3, 2]
[4, 6, 8, 3, 2, 0, 7, 5, 1] = Salida
[3, 2, 5, 1, 6, 7, 0, 8, 4]
[5, 3, 6, 4, 1, 2, 8, 7, 0]
[7, 1, 4, 8, 0, 3, 2, 6, 5]
[2, 8, 0, 7, 5, 6, 4, 1, 3]

10
[1, 7, 2, 8, 5, 4, 3, 0, 6]
[4, 6, 8, 1, 0, 3, 2, 7, 5]
[5, 3, 0, 7, 2, 6, 4, 8, 1]
[0, 1, 4, 6, 7, 2, 8, 5, 3]
[6, 5, 7, 3, 8, 0, 1, 2, 4] = Salida
[8, 2, 3, 4, 1, 5, 7, 6, 0]
[3, 8, 5, 2, 6, 1, 0, 4, 7]
[2, 4, 6, 0, 3, 7, 5, 1, 8]
[7, 0, 1, 5, 4, 8, 6, 3, 2]

11
[8, 5, 7, 3, 0, 2, 4, 1, 6]
[2, 1, 4, 8, 5, 6, 3, 7, 0]
[0, 3, 6, 1, 4, 7, 2, 8, 5]
[5, 6, 8, 4, 2, 0, 1, 3, 7]
[4, 0, 2, 7, 3, 1, 6, 5, 8] = Salida
[1, 7, 3, 6, 8, 5, 0, 4, 2]
[3, 2, 1, 5, 6, 8, 7, 0, 4]
[6, 4, 5, 0, 7, 3, 8, 2, 1]
[7, 8, 0, 2, 1, 4, 5, 6, 3]

12
[3, 5, 0, 4, 8, 1, 7, 6, 2]
[7, 6, 4, 0, 2, 3, 8, 5, 1]
[1, 2, 8, 5, 6, 7, 3, 4, 0]
[2, 1, 5, 6, 7, 8, 4, 0, 3]
[4, 7, 3, 2, 5, 0, 1, 8, 6] = Salida
[8, 0, 6, 1, 3, 4, 2, 7, 5]
[0, 4, 2, 7, 1, 6, 5, 3, 8]
[6, 8, 1, 3, 4, 5, 0, 2, 7]
[5, 3, 7, 8, 0, 2, 6, 1, 4]

13
[1, 2, 5, 6, 4, 0, 3, 7, 8]
[8, 3, 4, 7, 1, 5, 2, 0, 6]
[6, 0, 7, 3, 8, 2, 4, 1, 5]
[7, 4, 6, 0, 5, 3, 1, 8, 2]
[3, 5, 0, 8, 2, 1, 7, 6, 4] = Salida
[2, 8, 1, 4, 7, 6, 0, 5, 3]
[5, 7, 3, 2, 0, 8, 6, 4, 1]
[4, 6, 8, 1, 3, 7, 5, 2, 0]
[0, 1, 2, 5, 6, 4, 8, 3, 7]

14
[8, 4, 1, 3, 6, 5, 7, 0, 2]
[7, 3, 6, 2, 0, 4, 8, 1, 5]
[5, 2, 0, 1, 8, 7, 6, 3, 4]
[2, 8, 5, 6, 7, 1, 3, 4, 0]
[6, 0, 7, 4, 3, 2, 1, 5, 8] = Salida
[4, 1, 3, 8, 5, 0, 2, 6, 7]
[1, 7, 2, 5, 4, 3, 0, 8, 6]
[3, 5, 8, 0, 2, 6, 4, 7, 1]
[0, 6, 4, 7, 1, 8, 5, 2, 3]

15
[3, 6, 1, 7, 2, 5, 0, 4, 8]
[0, 8, 7, 4, 1, 3, 2, 5, 6]
[2, 5, 4, 8, 6, 0, 1, 3, 7]
[8, 7, 6, 0, 3, 4, 5, 1, 2]
[5, 2, 3, 1, 8, 6, 7, 0, 4] = Salida
[4, 1, 0, 2, 5, 7, 6, 8, 3]
[6, 4, 5, 3, 7, 1, 8, 2, 0]
[7, 3, 8, 5, 0, 2, 4, 6, 1]
[1, 0, 2, 6, 4, 8, 3, 7, 5]

16
[2, 3, 8, 4, 6, 7, 0, 1, 5]
[4, 1, 5, 2, 0, 3, 6, 7, 8]
[7, 0, 6, 8, 5, 1, 2, 3, 4]
[0, 7, 3, 5, 4, 8, 1, 6, 2]
[6, 2, 4, 1, 3, 0, 8, 5, 7] = Salida
[8, 5, 1, 7, 2, 6, 4, 0, 3]
[5, 8, 7, 0, 1, 2, 3, 4, 6]
[1, 6, 2, 3, 7, 4, 5, 8, 0]
[3, 4, 0, 6, 8, 5, 7, 2, 1]

17
[3, 1, 2, 8, 6, 5, 0, 4, 7]
[6, 5, 7, 0, 3, 4, 1, 8, 2]
[8, 0, 4, 1, 7, 2, 5, 6, 3]
[2, 4, 6, 7, 0, 1, 3, 5, 8]
[1, 3, 5, 4, 8, 6, 2, 7, 0] = Salida
[7, 8, 0, 5, 2, 3, 4, 1, 6]
[4, 7, 8, 3, 1, 0, 6, 2, 5]
[5, 2, 3, 6, 4, 8, 7, 0, 1]
[0, 6, 1, 2, 5, 7, 8, 3, 4]

18
[2, 7, 1, 8, 3, 0, 5, 4, 6]
[4, 6, 0, 2, 7, 5, 8, 1, 3]
[8, 3, 5, 1, 6, 4, 7, 0, 2]
[3, 4, 2, 0, 1, 7, 6, 5, 8]
[6, 5, 8, 4, 2, 3, 0, 7, 1] = Salida
[0, 1, 7, 5, 8, 6, 2, 3, 4]
[1, 2, 3, 7, 5, 8, 4, 6, 0]
[7, 0, 6, 3, 4, 2, 1, 8, 5]
[5, 8, 4, 6, 0, 1, 3, 2, 7]

19
[6, 7, 2, 8, 4, 1, 3, 5, 0]
[4, 0, 5, 7, 6, 3, 2, 8, 1]
[3, 8, 1, 0, 5, 2, 6, 7, 4]
[8, 1, 3, 6, 0, 7, 4, 2, 5]
[5, 2, 6, 3, 1, 4, 7, 0, 8] = Salida
[7, 4, 0, 5, 2, 8, 1, 3, 6]
[2, 6, 7, 1, 8, 0, 5, 4, 3]
[1, 3, 8, 4, 7, 5, 0, 6, 2]
[0, 5, 4, 2, 3, 6, 8, 1, 7]

20
[3, 6, 2, 7, 0, 4, 1, 8, 5]
[5, 1, 8, 6, 2, 3, 7, 0, 4]
[4, 0, 7, 1, 8, 5, 2, 3, 6]
[8, 5, 0, 4, 6, 2, 3, 7, 1]
[1, 4, 6, 8, 3, 7, 5, 2, 0] = Salida
[2, 7, 3, 5, 1, 0, 4, 6, 8]
[0, 3, 5, 2, 4, 8, 6, 1, 7]
[7, 8, 1, 3, 5, 6, 0, 4, 2]
[6, 2, 4, 0, 7, 1, 8, 5, 3]

21
[6, 7, 5, 0, 4, 8, 2, 1, 3]
[3, 2, 8, 1, 6, 5, 0, 7, 4]
[1, 4, 0, 7, 3, 2, 5, 6, 8]
[2, 0, 1, 3, 5, 7, 4, 8, 6]
[4, 8, 6, 2, 0, 1, 7, 3, 5] = Salida
[5, 3, 7, 6, 8, 4, 1, 2, 0]
[8, 1, 4, 5, 2, 3, 6, 0, 7]
[0, 5, 2, 8, 7, 6, 3, 4, 1]
[7, 6, 3, 4, 1, 0, 8, 5, 2]

22
[3, 8, 4, 7, 2, 0, 1, 5, 6]
[1, 2, 5, 3, 4, 6, 0, 7, 8]
[7, 0, 6, 5, 8, 1, 4, 2, 3]
[4, 1, 7, 6, 0, 3, 5, 8, 2]
[8, 6, 2, 4, 1, 5, 3, 0, 7] = Salida
[0, 5, 3, 8, 7, 2, 6, 1, 4]
[2, 3, 1, 0, 6, 7, 8, 4, 5]
[6, 4, 0, 2, 5, 8, 7, 3, 1]
[5, 7, 8, 1, 3, 4, 2, 6, 0]

23
[0, 8, 7, 5, 2, 1, 4, 6, 3]
[4, 6, 3, 0, 7, 8, 5, 1, 2]
[2, 1, 5, 3, 4, 6, 0, 8, 7]
[3, 4, 1, 7, 6, 0, 2, 5, 8]
[7, 2, 6, 8, 3, 5, 1, 0, 4] = Salida
[5, 0, 8, 2, 1, 4, 3, 7, 6]
[1, 3, 2, 6, 5, 7, 8, 4, 0]
[8, 7, 4, 1, 0, 2, 6, 3, 5]
[6, 5, 0, 4, 8, 3, 7, 2, 1]

24
[0, 5, 3, 7, 8, 1, 6, 2, 4]
[6, 2, 7, 3, 0, 4, 5, 1, 8]
[8, 4, 1, 2, 5, 6, 0, 3, 7]
[3, 6, 4, 5, 1, 8, 2, 7, 0]
[2, 0, 5, 6, 3, 7, 8, 4, 1] = Salida
[1, 7, 8, 0, 4, 2, 3, 5, 6]
[4, 1, 0, 8, 2, 3, 7, 6, 5]
[5, 3, 6, 4, 7, 0, 1, 8, 2]
[7, 8, 2, 1, 6, 5, 4, 0, 3]

25
[1, 4, 0, 7, 2, 5, 6, 8, 3]
[8, 2, 6, 4, 3, 1, 0, 5, 7]
[5, 7, 3, 8, 6, 0, 1, 4, 2]
[3, 8, 5, 1, 0, 7, 2, 6, 4]
[0, 1, 4, 2, 5, 6, 3, 7, 8] = Salida
[2, 6, 7, 3, 8, 4, 5, 0, 1]
[7, 5, 8, 0, 1, 2, 4, 3, 6]
[4, 0, 2, 6, 7, 3, 8, 1, 5]
[6, 3, 1, 5, 4, 8, 7, 2, 0]

26
[1, 0, 7, 3, 8, 4, 5, 6, 2]
[8, 5, 2, 6, 7, 1, 0, 3, 4]
[4, 6, 3, 0, 5, 2, 8, 7, 1]
[5, 8, 0, 7, 1, 3, 2, 4, 6]
[6, 3, 4, 2, 0, 8, 7, 1, 5] = Salida
[2, 7, 1, 4, 6, 5, 3, 0, 8]
[3, 1, 5, 8, 4, 7, 6, 2, 0]
[7, 4, 6, 5, 2, 0, 1, 8, 3]
[0, 2, 8, 1, 3, 6, 4, 5, 7]

27
[0, 2, 7, 1, 3, 6, 8, 4, 5]
[6, 4, 1, 0, 8, 5, 7, 2, 3]
[8, 3, 5, 4, 7, 2, 6, 0, 1]
[3, 6, 4, 7, 5, 0, 1, 8, 2]
[2, 5, 8, 6, 1, 4, 3, 7, 0] = Salida
[1, 7, 0, 3, 2, 8, 5, 6, 4]
[4, 0, 3, 5, 6, 7, 2, 1, 8]
[5, 8, 6, 2, 0, 1, 4, 3, 7]
[7, 1, 2, 8, 4, 3, 0, 5, 6]

28
[0, 7, 2, 8, 6, 3, 5, 4, 1]
[6, 1, 8, 7, 4, 5, 0, 2, 3]
[4, 5, 3, 2, 0, 1, 6, 8, 7]
[5, 4, 0, 1, 2, 8, 7, 3, 6]
[8, 2, 1, 6, 3, 7, 4, 5, 0] = Salida
[7, 3, 6, 4, 5, 0, 2, 1, 8]
[2, 0, 5, 3, 8, 6, 1, 7, 4]
[1, 8, 4, 0, 7, 2, 3, 6, 5]
[3, 6, 7, 5, 1, 4, 8, 0, 2]

29
[8, 5, 2, 7, 1, 6, 0, 4, 3]
[1, 0, 7, 8, 4, 3, 6, 5, 2]
[4, 6, 3, 0, 2, 5, 1, 8, 7]
[2, 7, 8, 6, 3, 4, 5, 0, 1]
[6, 4, 5, 1, 7, 0, 3, 2, 8] = Salida
[0, 3, 1, 5, 8, 2, 4, 7, 6]
[7, 8, 6, 4, 0, 1, 2, 3, 5]
[3, 1, 4, 2, 5, 8, 7, 6, 0]
[5, 2, 0, 3, 6, 7, 8, 1, 4]

30
[1, 0, 3, 6, 7, 2, 4, 8, 5]
[4, 6, 2, 3, 5, 8, 0, 7, 1]
[7, 8, 5, 0, 1, 4, 6, 2, 3]
[5, 3, 8, 2, 0, 6, 7, 1, 4]
[6, 7, 4, 1, 3, 5, 2, 0, 8] = Salida
[2, 1, 0, 4, 8, 7, 3, 5, 6]
[8, 2, 6, 7, 4, 1, 5, 3, 0]
[0, 4, 1, 5, 2, 3, 8, 6, 7]
[3, 5, 7, 8, 6, 0, 1, 4, 2]

31
[3, 4, 5, 8, 7, 1, 2, 6, 0]
[2, 7, 0, 6, 5, 3, 1, 8, 4]
[8, 6, 1, 4, 2, 0, 5, 3, 7]
[1, 0, 7, 3, 4, 6, 8, 5, 2]
[4, 5, 2, 7, 1, 8, 3, 0, 6] = Salida
[6, 8, 3, 5, 0, 2, 7, 4, 1]
[7, 3, 8, 2, 6, 4, 0, 1, 5]
[5, 1, 6, 0, 3, 7, 4, 2, 8]
[0, 2, 4, 1, 8, 5, 6, 7, 3]

32
[7, 8, 5, 0, 2, 4, 6, 3, 1]
[0, 2, 4, 1, 6, 3, 5, 8, 7]
[6, 3, 1, 5, 7, 8, 2, 4, 0]
[8, 4, 3, 6, 0, 2, 7, 1, 5]
[1, 5, 0, 3, 8, 7, 4, 2, 6] = Salida
[2, 7, 6, 4, 5, 1, 3, 0, 8]
[4, 6, 8, 7, 3, 0, 1, 5, 2]
[3, 0, 7, 2, 1, 5, 8, 6, 4]
[5, 1, 2, 8, 4, 6, 0, 7, 3]

33
[1, 3, 2, 6, 4, 0, 7, 8, 5]
[7, 5, 8, 2, 1, 3, 6, 4, 0]
[0, 6, 4, 7, 8, 5, 1, 2, 3]
[5, 4, 3, 8, 0, 7, 2, 1, 6]
[2, 7, 6, 5, 3, 1, 8, 0, 4] = Salida
[8, 0, 1, 4, 2, 6, 5, 3, 7]
[6, 1, 0, 3, 7, 8, 4, 5, 2]
[3, 2, 7, 1, 5, 4, 0, 6, 8]
[4, 8, 5, 0, 6, 2, 3, 7, 1]

34
[2, 0, 4, 8, 6, 3, 5, 1, 7]
[7, 1, 5, 4, 2, 0, 6, 3, 8]
[8, 6, 3, 7, 5, 1, 4, 0, 2]
[1, 5, 2, 0, 4, 7, 8, 6, 3]
[4, 7, 0, 3, 8, 6, 2, 5, 1] = Salida
[6, 3, 8, 5, 1, 2, 0, 7, 4]
[0, 8, 6, 1, 3, 4, 7, 2, 5]
[5, 2, 1, 6, 7, 8, 3, 4, 0]
[3, 4, 7, 2, 0, 5, 1, 8, 6]

35
[3, 8, 4, 5, 6, 7, 0, 2, 1]
[1, 2, 6, 4, 3, 0, 7, 8, 5]
[7, 5, 0, 8, 2, 1, 3, 4, 6]
[5, 6, 3, 7, 0, 8, 2, 1, 4]
[8, 4, 7, 3, 1, 2, 6, 5, 0] = Salida
[0, 1, 2, 6, 4, 5, 8, 7, 3]
[2, 3, 1, 0, 7, 4, 5, 6, 8]
[4, 0, 5, 2, 8, 6, 1, 3, 7]
[6, 7, 8, 1, 5, 3, 4, 0, 2]

36
[1, 5, 0, 7, 4, 3, 8, 6, 2]
[2, 7, 6, 5, 8, 0, 4, 3, 1]
[3, 4, 8, 6, 1, 2, 7, 5, 0]
[6, 2, 4, 0, 7, 8, 3, 1, 5]
[0, 1, 7, 2, 3, 5, 6, 8, 4] = Salida
[5, 8, 3, 1, 6, 4, 2, 0, 7]
[4, 3, 5, 8, 2, 1, 0, 7, 6]
[8, 6, 1, 4, 0, 7, 5, 2, 3]
[7, 0, 2, 3, 5, 6, 1, 4, 8]

37
[1, 7, 3, 8, 5, 0, 6, 2, 4]
[2, 0, 8, 7, 4, 6, 1, 5, 3]
[4, 5, 6, 2, 3, 1, 0, 7, 8]
[3, 1, 7, 4, 2, 8, 5, 6, 0]
[8, 4, 0, 1, 6, 5, 7, 3, 2] = Salida
[6, 2, 5, 0, 7, 3, 8, 4, 1]
[5, 8, 2, 6, 0, 4, 3, 1, 7]
[0, 3, 4, 5, 1, 7, 2, 8, 6]
[7, 6, 1, 3, 8, 2, 4, 0, 5]

38
[0, 4, 7, 5, 3, 1, 8, 2, 6]
[6, 3, 5, 8, 2, 4, 0, 1, 7]
[2, 1, 8, 7, 0, 6, 4, 5, 3]
[5, 6, 3, 1, 8, 7, 2, 4, 0]
[8, 0, 4, 6, 5, 2, 3, 7, 1] = Salida
[1, 7, 2, 3, 4, 0, 5, 6, 8]
[3, 8, 6, 4, 7, 5, 1, 0, 2]
[7, 5, 0, 2, 1, 8, 6, 3, 4]
[4, 2, 1, 0, 6, 3, 7, 8, 5]

39
[7, 6, 3, 1, 2, 8, 4, 5, 0]
[0, 2, 4, 5, 6, 7, 8, 3, 1]
[8, 5, 1, 0, 3, 4, 2, 7, 6]
[4, 1, 8, 2, 0, 5, 3, 6, 7]
[2, 7, 5, 6, 4, 3, 1, 0, 8] = Salida
[6, 3, 0, 7, 8, 1, 5, 4, 2]
[3, 4, 2, 8, 7, 6, 0, 1, 5]
[1, 8, 6, 3, 5, 0, 7, 2, 4]
[5, 0, 7, 4, 1, 2, 6, 8, 3]

40
[8, 7, 3, 0, 6, 1, 4, 2, 5]
[6, 2, 4, 7, 5, 3, 0, 1, 8]
[0, 5, 1, 2, 4, 8, 3, 7, 6]
[5, 1, 8, 6, 0, 4, 2, 3, 7]
[2, 6, 0, 1, 3, 7, 5, 8, 4] = Salida
[4, 3, 7, 5, 8, 2, 6, 0, 1]
[3, 8, 2, 4, 7, 5, 1, 6, 0]
[7, 0, 5, 3, 1, 6, 8, 4, 2]
[1, 4, 6, 8, 2, 0, 7, 5, 3]

41
[1, 7, 2, 8, 4, 3, 6, 5, 0]
[0, 5, 8, 6, 2, 7, 4, 3, 1]
[6, 4, 3, 5, 1, 0, 7, 2, 8]
[8, 6, 4, 3, 5, 2, 1, 0, 7]
[5, 3, 7, 0, 6, 1, 2, 8, 4] = Salida
[2, 1, 0, 7, 8, 4, 3, 6, 5]
[4, 0, 1, 2, 3, 8, 5, 7, 6]
[3, 8, 5, 1, 7, 6, 0, 4, 2]
[7, 2, 6, 4, 0, 5, 8, 1, 3]

42
[8, 4, 6, 0, 1, 3, 7, 5, 2]
[3, 0, 5, 7, 4, 2, 8, 1, 6]
[1, 7, 2, 6, 5, 8, 0, 3, 4]
[7, 5, 4, 2, 8, 0, 1, 6, 3]
[0, 8, 3, 1, 6, 5, 2, 4, 7] = Salida
[6, 2, 1, 4, 3, 7, 5, 8, 0]
[2, 3, 8, 5, 0, 4, 6, 7, 1]
[4, 1, 0, 8, 7, 6, 3, 2, 5]
[5, 6, 7, 3, 2, 1, 4, 0, 8]

43
[6, 7, 3, 8, 1, 5, 4, 2, 0]
[1, 4, 5, 2, 7, 0, 8, 3, 6]
[0, 8, 2, 6, 3, 4, 5, 7, 1]
[4, 1, 0, 5, 6, 3, 7, 8, 2]
[3, 6, 7, 4, 2, 8, 0, 1, 5] = Salida
[2, 5, 8, 7, 0, 1, 3, 6, 4]
[5, 2, 1, 0, 8, 7, 6, 4, 3]
[8, 3, 4, 1, 5, 6, 2, 0, 7]
[7, 0, 6, 3, 4, 2, 1, 5, 8]

44
[7, 0, 2, 5, 6, 8, 1, 4, 3]
[4, 5, 3, 2, 1, 0, 8, 6, 7]
[8, 6, 1, 3, 7, 4, 0, 5, 2]
[6, 2, 5, 8, 0, 3, 7, 1, 4]
[3, 7, 0, 1, 4, 2, 6, 8, 5] = Salida
[1, 4, 8, 7, 5, 6, 2, 3, 0]
[2, 8, 4, 0, 3, 1, 5, 7, 6]
[0, 3, 7, 6, 8, 5, 4, 2, 1]
[5, 1, 6, 4, 2, 7, 3, 0, 8]

45
[1, 6, 2, 8, 5, 7, 4, 0, 3]
[5, 3, 4, 1, 2, 0, 6, 7, 8]
[7, 8, 0, 6, 4, 3, 5, 2, 1]
[4, 7, 5, 3, 1, 2, 0, 8, 6]
[0, 1, 3, 5, 8, 6, 7, 4, 2] = Salida
[6, 2, 8, 7, 0, 4, 1, 3, 5]
[3, 5, 6, 4, 7, 8, 2, 1, 0]
[2, 4, 1, 0, 3, 5, 8, 6, 7]
[8, 0, 7, 2, 6, 1, 3, 5, 4]

46
[7, 0, 2, 5, 6, 8, 1, 4, 3]
[4, 5, 3, 2, 1, 0, 8, 6, 7]
[8, 6, 1, 3, 7, 4, 0, 5, 2]
[6, 2, 5, 8, 0, 3, 7, 1, 4]
[3, 7, 0, 1, 4, 2, 6, 8, 5] = Salida
[1, 4, 8, 7, 5, 6, 2, 3, 0]
[2, 8, 4, 0, 3, 1, 5, 7, 6]
[0, 3, 7, 6, 8, 5, 4, 2, 1]
[5, 1, 6, 4, 2, 7, 3, 0, 8]

